lwage1 lwage2 lwage3 lwage4 lwage5 mar1 mar2 mar3 mar4 mar5 male edu1 edu2 edu3 edu4 edu5 urb1 urb2 urb3 urb4 urb5
1.9459101 1.7497534 1.413996 1.4938136 1.9502608 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.4632554 1.7329462 1.8299168 1.4319382 1.7348993 0 1 1 0 0 1 11 11 11 11 11 0 0 0 0 0
2.3302002 2.408999 1.7478908 2.3267229 2.2288389 1 1 0 1 1 1 12 12 12 12 12 1 1 1 1 1
1.2527629 1.252721 1.3488567 2.2536843 2.3965478 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.0986123 1.2107568 1.3702606 1.8187914 1.91074 0 0 0 0 0 1 15 15 16 16 16 1 1 1 1 1
1.6094379 1.829796 -.25101176 2.1959205 1.6985891 0 0 0 0 0 0 15 15 15 15 15 1 1 1 1 1
1.0612565 1.2444679 1.7299898 1.6827797 1.7624241 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.9459101 1.7175745 2.057508 2.0476987 1.9990509 0 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.7119945 1.4049128 1.2450975 1.9638172 1.6625787 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
-.69314718 1.5328403 1.1323019 1.1513232 1.1925751 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
2.1972246 1.3835088 .93129957 1.2953626 2.0214181 0 0 0 0 0 1 11 11 11 11 11 0 0 0 0 0
2.7485521 2.6342094 1.7234 2.4638348 1.4802572 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
2.0333977 2.0572379 2.1327143 2.1282718 2.1582909 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
2.3115449 2.251538 2.5995572 2.4101043 2.2831552 1 1 1 1 1 1 14 14 14 14 14 1 1 1 1 1
1.6331544 1.4166088 1.9382447 2.523433 1.9502608 0 0 0 0 0 0 12 12 13 14 15 1 1 1 1 1
1.658228 1.6914177 1.6931963 1.2606198 1.3294343 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 1
2.5900171 2.220798 2.3311872 2.1471798 2.3565588 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.6094379 1.7071937 2.1003635 1.9848446 2.0823848 1 1 1 1 1 0 14 14 16 16 16 1 1 1 1 1
.91629076 1.1963681 1.5642781 1.7169572 1.5935858 0 0 0 0 0 0 10 10 10 10 10 0 1 1 1 1
1.474763 1.7497534 1.8749498 1.9436146 2.0398729 1 1 1 1 1 1 11 11 11 11 11 1 1 1 1 1
1.4655675 1.7380179 1.4919577 1.6761352 1.7803617 0 0 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.0577903 2.0766561 2.333884 2.2985022 2.6346195 0 0 1 1 1 1 16 16 16 16 16 1 1 1 0 0
2.1102133 2.3160136 2.5443804 2.3874497 2.4540617 1 1 1 1 1 0 15 15 16 16 16 1 1 0 0 1
1.427916 1.4025571 1.520707 1.481741 1.5252305 0 0 1 1 1 0 12 12 12 12 12 1 1 0 0 1
2.9957323 3.0490363 3.0075426 2.7175891 3.0063136 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.3083328 -1.3149718 1.6829221 1.388453 2.355726 0 0 0 0 0 1 9 12 12 12 12 0 0 0 0 1
1.3217559 1.4049128 1.2765962 1.3312947 1.8238468 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.9387417 1.4620713 1.4709041 2.4244018 2.2344995 0 0 0 0 1 0 16 16 17 18 19 1 1 1 1 1
.50681758 1.0958267 1.5327796 1.9700478 1.9210894 0 0 0 0 0 0 12 13 13 14 15 1 1 1 1 1
1.2527629 1.1963681 1.4274191 1.5426037 1.5290473 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.6292405 1.7662826 1.2970573 1.4425203 1.3294343 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.704748 1.8675363 1.2714148 2.1869607 .84159821 0 0 0 0 0 1 13 14 15 16 16 0 0 0 0 1
1.7595806 2.2605789 2.1205664 2.041935 2.2221944 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.7137979 1.7397029 -.71153665 1.92819 2.0921943 0 0 0 0 0 0 12 13 13 13 13 1 1 1 1 1
2.0215476 2.0980599 2.1746335 2.3659434 2.3088088 0 0 0 0 1 1 14 14 14 14 14 1 1 1 1 1
1.3862944 -.50404161 1.8649569 2.3293281 2.3565588 0 1 1 1 1 1 14 16 16 16 16 1 1 1 1 1
1.5040774 2.0374353 2.1851048 2.8781059 2.9618616 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.8453002 1.9278995 2.0139704 2.1471798 2.0724785 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.446919 1.3442882 1.5327796 1.4938136 1.8124344 0 0 0 0 0 0 12 13 14 15 16 1 1 1 1 1
1.5973654 1.7497534 1.8254491 1.7561778 2.0108855 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.704748 1.6627419 1.7151011 1.6761352 1.5755672 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.5686159 2.4837224 2.4490702 1.8598447 2.3565588 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.6094379 1.5674317 1.5720003 1.7684104 1.6303998 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.8961195 1.5674317 1.8692518 1.7577152 2.1734042 0 0 1 1 1 1 12 12 12 12 12 1 1 0 0 1
1.5475625 2.3942354 2.432941 2.4554601 2.5055816 0 0 0 0 1 0 16 16 16 16 16 1 1 1 1 1
2.3960755 2.366739 2.3587079 2.3029644 2.289408 0 0 0 1 1 1 12 12 12 12 12 1 1 1 1 1
1.3862944 1.1817694 1.2450975 1.5558491 1.3455822 0 0 0 0 0 0 10 10 10 10 10 1 1 1 1 1
1.7281095 2.1236131 2.1861458 2.1471798 1.1292802 0 0 1 1 1 0 9 9 9 9 9 1 1 1 1 1
1.3217559 1.5161384 1.4814863 2.3692825 3.0171244 0 0 0 0 1 0 14 15 16 17 17 1 1 0 1 1
2.1424165 1.815853 1.9710345 1.9650664 2.198097 0 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.637053 1.1458372 2.0189025 1.8302858 2.1734042 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
2.3978953 1.5674317 2.0027833 1.9638172 2.2269452 0 0 0 1 1 1 17 17 17 17 17 1 0 0 0 1
1.6094379 2.0980599 2.1746335 2.2077434 2.3252668 0 0 0 0 0 0 14 14 14 14 14 1 1 1 1 1
.69314718 2.0778573 1.5327796 1.7169572 1.9198016 0 0 0 0 0 0 13 14 15 16 16 1 1 1 1 1
1.5727739 1.7969549 1.3935175 1.6542302 1.4802572 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.5686159 1.5911483 1.6811996 1.6992004 1.7395397 0 0 0 0 0 0 16 16 16 16 16 1 1 1 1 1
2.1972246 2.3093691 2.2860806 1.8992788 2.084573 0 0 0 0 0 0 13 13 13 13 13 0 0 0 0 1
1.9501867 2.266561 2.5609694 2.7786288 2.9323392 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
1.2527629 1.1669542 1.4274191 1.4938136 1.7818421 0 0 0 0 0 1 12 13 14 15 15 1 1 1 1 1
1.2089603 1.1669542 1.1761047 1.2706701 1.1433848 0 0 0 0 1 1 12 12 12 12 12 0 0 0 0 0
1.8325815 1.8511058 1.9207593 2.2242565 1.7639312 0 0 0 0 0 1 16 16 16 16 16 1 1 1 1 1
2.1400661 2.2605789 2.2467093 2.2648473 2.3565588 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.6094379 1.6275856 1.5327796 1.2193767 2.3515503 0 0 0 0 0 0 16 16 16 17 18 0 0 0 0 1
1.2527629 1.3442882 1.5327796 1.421243 1.7001956 1 1 0 0 0 0 12 12 12 12 12 0 0 1 1 1
1.6658182 1.6406822 1.4340637 1.7774876 1.6741779 1 1 1 1 0 0 12 12 12 12 12 0 0 0 0 1
1.2089603 1.1669542 1.2714148 1.2706701 1.5516471 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
2.064328 2.0669942 2.0681026 2.0816002 2.0680437 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.9065752 1.9526942 1.2042755 1.2061316 .96943152 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.4562867 .54578048 .9239735 1.7437938 1.9725114 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.7263316 1.6843255 1.6829221 1.8302858 1.7773943 0 0 0 1 1 0 12 12 12 12 12 1 1 1 1 0
1.6094379 1.7744459 1.7827598 1.6827797 1.7639312 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.0986123 -.04200618 1.5327796 .10751923 1.3011304 0 0 1 1 1 0 12 13 13 13 13 1 1 1 1 1
1.3862944 1.7158518 1.8490491 1.9512385 2.0318408 0 1 1 1 1 1 12 12 12 12 12 0 0 0 0 1
1.178655 1.7497534 1.6496732 1.659328 1.6872712 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.3532544 1.2107568 1.2970573 1.3194602 .74628806 0 0 1 1 1 1 14 14 14 14 14 1 1 1 0 1
1.4770488 1.8267144 2.0189025 2.0959413 2.1613319 1 1 1 1 1 1 14 14 14 14 14 1 1 1 0 0
1.8718022 1.2107568 2.468873 2.4623172 2.491858 0 1 1 1 1 1 15 16 16 16 16 0 1 1 1 1
1.3862944 1.4327569 1.4537363 1.2706701 1.3748966 1 1 1 1 1 1 11 11 12 12 12 0 0 0 0 0
1.7917595 1.5674317 1.6280898 1.3194602 1.5755672 0 0 0 0 1 1 12 12 12 12 12 0 0 0 0 0
1.6233408 1.5872343 1.7167665 1.6877342 1.1178515 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 0
2.4114394 2.1880083 2.4090812 2.7534103 2.8272908 1 1 1 0 0 1 16 17 18 18 18 0 0 0 0 0
1.2527629 1.3442882 1.5815697 1.7249254 1.2571136 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2527629 1.2249414 1.1761047 1.093336 1.3968755 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2089603 -.16983956 1.309636 1.3312947 1.4802572 0 0 0 1 1 1 11 12 12 12 12 0 0 0 0 0
1.8718022 1.5674317 1.7151011 2.024442 1.8167294 1 0 0 0 0 1 7 7 7 7 7 1 1 1 1 1
1.2527629 1.0053128 1.309636 1.4938136 1.2963343 1 0 0 0 0 0 10 10 10 10 10 1 1 1 1 0
2.0794415 1.6627419 2.043205 2.3371034 2.0364385 0 0 0 1 1 1 10 10 10 10 10 1 1 1 1 1
1.6620303 1.4665058 1.5125768 1.4837633 1.4802572 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.3029127 1.4258683 1.3819567 1.7453502 1.7317938 1 1 1 1 0 0 12 12 12 12 12 1 1 1 1 1
1.2412686 1.4620713 1.6725415 1.5426037 1.2571136 0 0 1 1 1 1 9 9 9 9 9 1 1 1 1 1
1.5789787 1.6162219 1.7717965 1.6017708 1.5290473 0 0 0 0 0 1 11 11 11 11 11 1 1 1 1 1
2.4849067 2.2259874 2.488291 2.6816571 2.4675653 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.3862944 1.4620713 1.4274191 1.4425203 2.2316732 0 0 0 0 1 0 12 13 14 15 15 1 1 1 1 1
1.8840348 2.0730438 2.2329023 2.5432355 2.6193714 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.3350011 1.2389276 1.8735284 1.7804952 2.2288389 0 0 0 0 1 0 14 15 16 16 16 1 1 1 1 1
2.5257287 2.4511993 2.5156069 2.1513336 2.0680437 1 0 0 1 1 1 12 12 12 12 12 1 0 0 0 1
1.0851892 1.3442882 1.9863998 2.3874497 1.6042432 0 0 1 1 1 1 12 13 14 14 14 1 1 1 1 1
1.137833 1.1053963 1.5327796 1.4425203 1.0797796 0 0 0 0 0 0 8 8 8 8 8 1 1 1 1 0
2.5257287 2.6580119 2.7740481 2.7918231 2.8504221 1 1 0 0 1 1 14 14 14 14 14 1 1 1 1 1
2.1972246 2.312222 2.4090812 2.3482289 2.4540617 0 0 0 0 0 0 16 16 16 16 16 1 1 1 1 1
1.8718022 2.0374353 -.037437674 1.8416495 2.0295339 0 0 0 0 1 1 13 13 13 13 13 1 1 1 1 1
2.0149031 1.8389844 1.7780759 1.8057003 1.853199 1 0 0 0 0 0 14 15 15 15 15 1 1 1 1 1
1.9629077 1.2929949 1.6280898 1.6559324 1.7426214 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.3937664 1.3616369 1.4296389 1.4404128 1.4802572 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.2089603 1.1669542 1.1761047 1.4938136 2.5525255 0 0 0 0 0 1 14 14 15 16 16 1 1 1 1 1
1.2089603 1.1669542 1.1323019 1.093336 1.30352 0 0 0 0 0 0 7 7 7 7 7 1 1 1 1 1
1.8325815 1.8541132 .86334896 1.2061316 1.5194777 1 0 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.5260563 1.1669542 1.1471171 1.1513232 1.2571136 0 0 0 0 0 0 12 13 14 15 16 1 1 1 1 1
1.7191888 1.7497534 1.8269405 1.8245552 1.9712881 1 1 1 1 1 0 12 12 12 12 12 1 1 1 0 1
.18232159 1.2107568 1.1761047 1.1227499 1.1655464 0 0 0 0 0 1 12 13 14 15 16 0 0 0 0 0
2.2823825 2.4328501 2.488291 2.589087 2.5098765 1 1 1 1 1 1 12 12 12 12 12 1 0 1 1 1
2.2375131 1.7497534 1.9990262 2.2822709 1.5252305 0 0 0 0 0 0 12 12 12 12 12 1 0 0 1 1
1.3609766 1.7158518 1.5910485 1.5330342 1.3247722 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
2.2343063 2.3384655 2.3311872 2.375927 2.4068942 0 0 0 0 0 1 12 12 12 12 12 1 1 0 0 0
2.064328 2.1236131 2.0992291 2.4330392 2.6446571 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.3862944 2.0146785 1.309636 1.9320686 1.6457716 0 0 0 0 0 1 11 12 12 12 12 1 1 1 0 1
1.8718022 1.8675363 1.8620833 .74726558 1.5755672 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 1
2.1575594 2.3282375 2.4272337 2.4516301 2.4472411 0 0 1 1 1 1 16 16 16 16 16 0 0 0 0 0
1.1631508 1.0893959 1.0547438 1.0157777 1.1178515 0 0 0 1 1 1 12 12 12 12 12 0 0 0 0 0
1.2089603 .5061152 .80710918 1.5891238 1.6625787 0 0 0 0 0 0 13 14 14 14 14 0 1 1 1 1
1.6094379 1.7002128 1.5327796 1.5017818 1.5059248 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
1.686399 1.6627419 1.9153172 1.7169572 2.0283785 0 0 0 0 0 1 10 10 10 10 11 0 0 0 0 0
1.4350845 1.6627419 2.1026285 2.1143901 1.7892114 1 1 1 1 1 0 16 16 16 16 16 0 0 0 0 1
2.0373166 1.899609 1.9902045 2.0948455 2.0746884 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.3862944 1.4486482 1.5966929 1.4938136 1.6625787 1 1 0 0 1 1 12 12 12 12 12 0 0 0 0 1
1.4906543 1.5161384 2.558104 1.8653772 1.8722992 0 0 0 0 0 1 9 9 9 9 9 0 0 0 0 1
.97832614 2.1552184 2.2259266 2.1869607 2.3000369 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.5260563 1.9166793 1.9645619 1.9811659 1.30352 0 0 0 0 1 0 13 13 13 14 14 1 1 1 1 1
1.5581446 1.6350904 1.7151011 1.7089249 2.8163104 0 0 0 0 1 1 15 15 15 15 15 0 0 0 0 0
1.2527629 2.1074278 2.1490457 2.3267229 2.355726 0 0 0 0 0 0 16 16 16 16 16 0 0 0 0 1
1.3454723 1.4620713 1.5327796 1.2706701 1.5935858 1 1 1 1 1 1 11 11 11 11 13 0 0 0 1 1
1.6094379 1.829796 1.9825805 2.0816002 2.0680437 1 1 1 1 1 1 10 10 10 10 10 0 0 0 0 0
1.2089603 1.3442882 1.4274191 1.4104319 1.4183817 0 0 0 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2089603 1.1669542 1.1323019 1.9700478 2.0283785 0 0 1 1 1 0 13 14 16 16 16 1 1 1 1 1
1.8405497 1.9728968 1.9876696 1.9848446 2.0283785 0 0 0 1 1 1 12 12 12 12 12 0 0 0 0 0
2.7232671 2.7964873 2.1861458 2.1471798 2.9323392 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 0
1.427916 -.56963891 .88651597 1.7561778 1.679108 1 0 0 1 1 0 12 12 12 12 12 0 0 0 1 0
1.2527629 1.2050261 1.1559019 1.5539676 1.754854 0 0 0 0 0 1 13 14 15 16 16 1 1 1 1 1
1.2089603 1.5674317 1.4072163 1.6335756 1.6625787 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.3217559 1.5674317 1.413996 1.481741 1.6077704 0 0 0 0 1 1 12 12 12 12 12 0 0 0 0 0
1.8229351 1.7295506 1.7478908 1.6943024 1.7921439 1 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.3217559 1.8541132 1.4274191 1.4938136 1.7034007 1 0 0 0 0 1 13 13 13 13 13 0 0 0 0 0
1.5303947 1.5513024 1.8806155 1.8416495 1.8989675 0 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.7316556 1.6663717 1.8890544 1.7546382 3.0658121 0 1 1 1 1 1 13 14 15 15 15 0 0 0 0 0
1.508512 1.3367599 1.4602089 1.1541362 1.6953684 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
1.3862944 1.3442882 1.4274191 1.388453 1.5290473 0 1 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.5040774 1.5674317 1.8505057 1.8992788 1.8462882 0 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.6233408 1.494861 1.5327796 1.087348 1.6286771 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.4816046 1.494861 1.5327796 1.421243 1.6200191 0 0 1 1 1 1 9 9 9 9 9 0 0 0 0 0
.8020016 -.16983956 -.40516239 1.4571496 1.7426214 0 0 0 0 1 0 12 12 12 12 12 0 0 0 0 0
1.2089603 1.5674317 1.7349037 1.4938136 1.5290473 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
2.0794415 1.5431391 1.6496732 1.8992788 1.91074 0 0 0 0 0 1 15 16 17 17 17 1 1 1 1 1
1.5040774 1.5161384 1.5327796 1.4938136 1.5194777 0 0 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2089603 1.3442882 1.4274191 1.2706701 1.0797796 1 1 1 1 1 0 12 12 12 12 12 1 0 0 0 1
1.2383742 1.3616369 1.3702606 1.6335756 1.6024748 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.3862944 1.4620713 1.2765962 1.6761352 2.0108855 0 0 0 0 0 1 12 14 14 14 14 1 1 1 1 1
2.1972246 2.4012101 2.2457294 2.4101043 2.6838298 1 1 1 1 1 1 13 13 13 13 13 0 0 0 0 0
1.4398351 1.6699883 1.9528048 1.9550287 1.6625787 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.3217559 1.4235613 1.9382447 1.8259909 1.963917 0 0 0 0 0 1 15 16 16 16 16 1 1 0 0 0
2.0794415 3.1464105 2.0189025 1.8259909 1.9663801 0 0 0 0 0 1 13 13 13 13 13 1 1 1 1 1
1.8325815 1.903904 2.2408154 2.1869607 1.9502608 0 0 0 0 0 1 14 14 14 14 14 1 1 1 1 1
2.8290873 3.1255763 1.8387926 1.8992788 2.0108855 0 0 0 0 0 1 11 11 11 11 11 1 1 1 1 1
2.2512918 2.4345322 2.0027833 2.0161724 2.0108855 0 0 0 0 0 1 12 12 12 12 13 1 1 1 1 1
1.5040774 1.6162219 1.7067329 1.6035645 1.7034007 0 0 0 1 1 1 12 12 12 12 12 1 1 1 1 1
1.6486586 1.9320748 2.0634079 2.0534294 2.0398729 1 1 1 1 1 1 11 11 11 11 11 1 1 1 0 0
1.2089603 1.4212493 1.5700754 1.6761352 1.9663801 0 0 0 0 0 0 13 14 15 16 16 1 1 1 1 1
-.69314718 1.1669542 .47146305 1.5799912 1.679108 1 0 1 1 1 0 12 12 12 12 12 1 1 1 0 1
2.2385798 2.2813613 2.3973558 2.3214915 2.6490171 1 1 1 1 1 1 11 11 11 11 11 1 1 1 1 1
2.1282318 2.109756 2.0634079 2.0534294 2.0812891 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
2.1400661 2.220798 2.4936612 2.1718471 2.0647049 0 0 0 0 0 0 14 15 15 15 15 1 1 1 1 1
1.2809339 .3086507 1.1323019 2.9676609 1.0797796 0 0 0 0 1 1 9 9 12 12 12 1 1 1 1 1
1.474763 1.4441335 1.4362686 1.6694461 2.5721805 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.6213665 1.252721 1.2450975 1.3002288 1.0797796 0 0 0 1 1 0 15 15 15 15 15 1 1 0 1 1
1.6752257 1.6480896 1.6742791 1.8598447 -.40361768 1 1 1 0 0 0 14 14 14 14 14 1 1 1 1 1
1.4586151 1.4327569 1.5064356 2.1544375 1.8323215 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.6448051 1.7695559 1.8692518 1.7089249 1.9502608 0 0 0 1 1 0 12 12 13 14 14 1 0 0 1 1
1.3862944 1.1669542 1.1323019 1.7561778 1.2214864 0 1 1 1 1 1 10 10 10 10 10 1 1 1 1 1
1.2089603 1.7563978 1.7151011 1.8027678 1.7426214 0 0 0 0 0 1 9 9 9 9 9 1 1 1 1 1
1.5581446 1.6931829 1.7267003 1.9177732 1.8790332 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.5040774 1.4553822 1.9710345 2.0338097 2.1336234 1 1 1 1 1 1 16 16 16 16 16 1 1 1 1 1
1.0296195 1.1366488 1.1323019 1.093336 1.2571136 0 1 1 1 1 0 11 12 12 12 12 1 1 1 1 1
1.6677068 1.7244354 1.8649569 1.8626148 1.805235 0 0 0 0 0 0 14 14 14 14 14 1 1 1 1 1
1.2641267 1.3442882 1.3195864 1.4776843 1.6060083 1 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.2089603 1.2050261 1.8620833 1.993376 2.1051254 0 0 0 0 0 0 14 15 15 16 16 1 1 1 1 1
1.5686159 1.0227046 1.3981047 1.4938136 2.692198 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.6094379 1.7497534 1.4558985 1.6827797 1.8923668 1 1 1 1 1 1 12 12 12 12 12 1 1 1 1 1
1.1249295 1.5773821 1.3702606 1.0222087 1.3748966 0 0 0 0 0 1 11 11 11 11 11 1 0 1 1 1
1.3532544 .35003594 1.0739137 1.1371386 1.1405797 0 0 0 0 0 0 13 13 13 13 13 1 1 1 1 1
1.2089603 1.2797496 1.8043323 1.8100832 1.6625787 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
.91629076 1.1669542 1.1323019 1.2061316 1.3748966 0 0 0 0 0 1 12 13 13 14 14 0 1 1 1 1
1.1314021 .8334626 1.0285984 1.1227499 1.4762491 0 0 0 0 0 0 9 12 12 12 12 1 1 1 1 1
1.5040774 1.9728968 2.1985555 2.1356676 2.2804635 1 1 1 1 1 1 13 13 13 13 13 1 1 1 1 1
1.3862944 1.0632507 1.4274191 1.4126035 1.2058203 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.2089603 1.1366488 .92764324 1.5799912 1.2571136 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
3.0363944 1.8189683 1.7874217 2.0625308 2.3431473 0 0 1 1 1 0 14 15 16 16 16 1 1 1 1 1
1.3217559 1.4395984 1.0219539 1.4016984 1.5290473 0 1 1 0 0 0 13 13 13 13 13 1 1 1 0 0
1.9459101 1.2797496 1.2450975 1.5483018 1.8518207 0 0 0 0 0 0 13 14 15 15 15 1 1 1 0 1
1.8164521 1.9110215 .97066063 2.2423954 2.9531877 0 0 0 0 0 0 16 17 18 18 18 1 1 1 1 1
1.2089603 1.5055563 1.5623384 1.5520825 1.5385261 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.2441546 1.6294671 1.2714148 1.5927535 2.3860934 0 0 0 1 0 1 12 12 12 12 12 1 1 1 1 1
1.6174061 2.0461473 1.8721049 1.9725292 2.1408811 1 1 1 1 1 1 14 14 14 14 14 1 1 1 1 1
1.3862944 2.3093691 1.309636 1.2706701 2.2911873 0 0 0 0 0 1 12 12 12 12 12 0 0 1 1 1
1.3862944 1.7497534 1.7812009 2.1959205 .37763679 0 0 0 1 0 1 12 12 12 12 15 1 1 1 1 1
1.3217559 1.2797496 1.268814 1.3591387 .71238643 0 1 1 1 1 0 12 12 12 12 12 1 1 1 1 1
1.7491999 1.4620713 1.5327796 1.8302858 2.491858 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
1.166271 1.4883884 1.3702606 1.5891238 1.7426214 0 0 0 0 0 0 12 12 13 13 13 1 0 1 1 1
2.0175662 1.9979146 1.8299168 1.388453 1.7979833 0 1 1 1 1 1 10 10 10 10 10 1 1 1 1 1
1.7404661 1.7563978 1.8328842 1.9663142 2.1083324 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
2.3997118 2.4081366 2.411576 2.3767543 2.5408213 0 0 0 0 1 1 12 12 12 12 12 1 1 1 1 1
2.4578781 2.0535548 2.631392 2.5362082 1.9502608 0 0 0 0 0 1 12 12 12 12 12 1 1 1 1 1
1.3001916 1.1669542 1.309636 1.3499433 1.3771164 0 0 0 0 0 1 12 13 13 13 13 1 1 1 1 1
1.446919 1.1669542 1.4274191 1.093336 1.680746 0 0 0 0 0 1 11 12 13 13 13 1 0 0 1 1
1.2383742 1.306067 1.7780759 1.6353133 1.8923668 1 1 1 1 1 0 13 13 13 13 13 1 1 1 1 1
1.2089603 1.1669542 1.4772669 1.093336 1.1925751 0 0 0 0 1 0 12 12 12 12 12 1 1 1 1 1
1.2669476 1.2249414 1.4814863 1.2061316 1.5846171 0 0 0 0 0 1 14 15 16 16 16 1 1 1 1 1
.91629076 1.3689808 1.1263139 1.5836543 1.8023406 0 0 0 0 0 1 12 12 12 12 12 0 0 0 0 1
1.4701759 1.5245242 1.5486529 1.5981736 1.6592398 1 1 1 1 1 0 12 12 12 12 12 0 0 0 0 0
1.2089603 1.160966 1.1323019 1.3026531 1.6077704 1 1 1 0 1 0 12 12 12 12 12 0 0 0 0 0
1.1085626 1.154942 1.3021078 1.3772798 1.2571136 0 0 0 0 0 0 13 13 13 13 13 0 0 0 0 0
1.2089603 1.4620713 1.4537363 1.4938136 1.2188923 0 0 0 0 0 1 13 13 13 13 13 0 0 0 0 0
.94390589 1.5674317 1.1674962 1.3312947 1.1572932 0 0 0 0 0 0 12 12 12 12 12 0 0 0 0 0
1.3217559 1.2609066 1.1263139 1.0412569 1.5609151 0 0 0 0 0 0 12 12 12 12 12 1 1 1 1 1
1.7404661 1.2107568 1.7827598 1.4060746 1.4076865 0 0 0 0 0 1 14 14 14 14 14 0 0 0 0 0
.53649342 .69036168 .98805243 -.30195391 .48600486 0 0 0 0 0 0 9 9 9 9 9 0 0 0 0 0
1.6253113 1.0053128 1.2316744 1.2061316 1.7239873 0 0 1 1 1 1 12 12 12 12 12 0 0 0 0 0
1.3350011 1.1817694 1.1471171 1.116936 1.1433848 0 0 0 0 0 1 10 10 10 10 10 0 0 1 1 1
